Couplet,Poet
"افسوس! تون به هاڻي، ٿي آن ويو مُڪمّل،
تنهنجي اڃا وڌڻ لئه، باقي بچو به ڇاهي!",Masroor Pirzada
"مٺا! هيءَ شاعري منهنجي، جا مون هر روز ڳاتي آ،
کڻي جو هيءَ ذاتي آ، تڏهن ڀي ڪائناتي آ.",Masroor Pirzada
"آ رسالو شاهه جو ڪا ڪائنات،
ان تنبوري– تان ۾ ڇا ڇا نه آ!",Masroor Pirzada
"نينهن جو ناچ ڪو نچو هاڻي!
پيار جي رنگ ۾ رچو هاڻي!",Masroor Pirzada
"روح به منهنجو زخمي آهي،
آهه ڪيو مون  ايڏو ماتم!",Masroor Pirzada
"ظُلم ڏس! قتل ٿي انسان رهيو آ، چوڏس،
آهه قاتل به سو انسان، ڏِسون ڇا ٿو ٿئي!",Masroor Pirzada
"تنهنجو منهنجو هاڻي ڪو به تعلّق ناهي،
پوءِ به ماڻهو ڪيڏو ڪن ٿا تنگ اڃا ڀي.",Masroor Pirzada
"حيات هيءَ حقيقت اسان جي آهي يا،
خيال، خواب ادا! آ؟ خبر نه آ مون کي.",Masroor Pirzada
"ساري ساري رات رُلون ٿا، چنڊ، هوا ۽ مان،
ٽيئي ساگر ساڻ ڇُلون ٿا، چنڊ، هوا ۽ مان.",Masroor Pirzada
"ڪا چانڊوڪيءَ جي رات هجي، ۽ تون به هُجين، ٻيو ڇا گهرجي!
هر بات، مُحبّت- بات هجي، ۽ تون به هُجين، ٻيو ڇا گهرجي!",Masroor Pirzada
"هي آسمان به ڪوئي جهان آهي يا،
فقط اهو ڪا خلا آ؟ خبر نه آهي مون کي.",Masroor Pirzada
"پُڇي جي هُو ته اوهان ڀي ٻُڌائجو هُن کي،
نراس ڪالهه هيو جو نراس اڄ ڀي آ.",Masroor Pirzada
"ويڙهه وڙهي مون لفظن سان،
رائيفل، خنجر هوندي ڀي.",Masroor Pirzada
"ڪين وڻي ٿو هاڻ مون کي،
سُهڻو منظر هوندي ڀي.",Masroor Pirzada
"ڪنهن دُعائون ۽ ڏنيون گاريون به ڪنهن،
مون کي مليو دان ۾ ڇا ڇا نه آ!",Masroor Pirzada
"نظر مان نار! تون اوتي، اڃا ڀي مَڌُ ڏِي مون کي،
خُمارن مان نه نڪران مان، نه چئه تون “بس ڪافي آ.”",Masroor Pirzada
"هُو سراپا دماغ ماڻهو آ،
کوٽ دل جي ذهين ۾ آهي.",Masroor Pirzada
"آنءُ روئندو رهيس، مِينهن وسندو رهيو.
منهنجي هستي مِٺي ! آ جهُريل جهُوپڙي،",Masroor Pirzada
"دُکڻ کان پو ٻَرڻ آهي، ٻَرڻ کان پو مَچڻ آهي،
مَچڻ کان پو وِسڻ آهي، ائين آهي ته ڇو آهي؟",Masroor Pirzada
"اڃا به پيارن پکيئڙن کي،
پيو ٿو ماري اُهو ئي ماري.",Masroor Pirzada
"عشق- شراب کپي ٿو مون کي،
مُحبت جو مئخانو گهرجي!",Masroor Pirzada
"لَڄي لَڄي هو بيابان ٿي ويو سارو،
ٻُڌي ڪو اُڃَ لڳل آبشار جو قِصّو.",Masroor Pirzada
"منهنجو ملڪ مُحبّت آهي،
منهنجو شعر انهيءَ جو پرچم.",Masroor Pirzada
"عجيب عشق سندو هي نشو به آهه وڏو!
سڄو جهانُ لڳو پئي ته مون سان مست هيو.",Masroor Pirzada
"آنءُ فاني هان، شعر پر منهنجو،
زندگيءَ جو دوام ٿي ويندو.",Masroor Pirzada
"دل ٿي چوي جوان، حسين تون سدا هُجين،
دل ٿي چوي اِئين ئي، مگر ٿي نه ٿو سگهي.",Masroor Pirzada
"اُڀ جي چاهت ڌرتيءَ سان آ،
ڏس! ته چُمي تي گُل کي شبنم.",Masroor Pirzada
"مان ستارا به ٿو سگهان لاهي،
ايترو ڀي وڌاءُ ڇو آخر؟",Masroor Pirzada
"تنهنجي درشن لا اچون ٿا، ڇا ڀي ٿي پئي ڀل،
تنهنجو رستو ڪين ڀُلون ٿا، چنڊ، هوا ۽ مان.",Masroor Pirzada
"مصروفيت بيڪار ڪيو آ،
منهنجي فرصت منهنجوآ ڪم.",Masroor Pirzada
"عجيب آهه اسان جي به ڪيفيت هاڻي،
وجود آهه وِڃايو، عدم به ڪونهي ڪو.",Masroor Pirzada
"انسان پنهنجو پاڻ تعارف آ پانهنجو،
ڇا لاءِ تون پوين ٿو انهي ذات پات ۾.",Masroor Pirzada
"عشق ۾ جو مليو ثواب آهي،
جسم جي سو گناهه مان نڪتو.",Masroor Pirzada
"ستارا، چنڊ، سورج ۽ هوائون شاعري آهن،
ڏسان جيڪا به شيءِ ٿو مان، اُها آ شاعري تنهنجي.",Masroor Pirzada
"تون، مان جِتي هُجون اُتي نابين سڀ هُجن،
پر ظلم ڏِس ته اهڙو نگر ٿي نه ٿو سگهي.",Masroor Pirzada
"جڏهين به مُند مٽبي، ۽ هيءَ هوا بدلبي،
جڏهين به واءُ ورندو، ڏاڍو تون ياد ايندين.",Masroor Pirzada
"فريب ناهه تنبوري جي تار وارو سُرُ،
مگرهيءَ تار، تنبُورو، فريب آ بابا!",Masroor Pirzada
"مُئي پُڄاڻان مِلين ته هاڻ مران،
ايترو انتظار ڪير ڪري!",Masroor Pirzada
"مون کي کپي حسين اُها ڇوڪري الا!
جنهن جو نه حـُسن آهه ڪٿي ممڪنات ۾.",Masroor Pirzada
"زندگيءَ جي حَسين نيڻن ۾،
عشق جي خواب کي ڪجل لکجي.",Masroor Pirzada
"لڪن مان وئي لنگھي سسئي، تري درياھه وئي سُھڻي،
ڏُکيائيءَ ۾ به سولائي، اسان کي عشق سمجھائي۔",Masroor Pirzada
"ڳالهه، جنهن جو بيانُ ناممڪن،
شعر ۾ سا بيان ٿي ويئي.",Masroor Pirzada
"سُور جي سامان ۾ ڇا ڇا نه آ!
عاشقن جي شان ۾ ڇا ڇا نه آ!",Masroor Pirzada
"فرد ڪم آ ڪندو اداري جو،
فرد تي ڪم ڪندو ادارو آ.",Masroor Pirzada
"ڏينهن سڄو بيڪار رهون ٿا پاڻ ته پيارا! پر
جيئن ٿئي ٿي رات، کُلون ٿا، چنڊ، هوا ۽ مان.",Masroor Pirzada
"اوهان سان عشق آ مون کي، اوهان جو ساٿ ٿو گهرجي،
وڏو هي فلسفو ناهي، قِصو هي مختصر آهي.",Masroor Pirzada
"چوڏهينءَ رات تو بنان ڪاري،
ساڻ تنهنجي ئي چاندني ٿئي ٿي.",Masroor Pirzada
"دنيا تياڳ ڪئي آ مون،
ٺٺ ۽ ٺانگر هوندي ڀي.",Masroor Pirzada
"پاڻ ۾ ئي رڳو نه آهيان مان،
پاڻ کان ڀي مزيد آهيان مان.",Masroor Pirzada
"“ڇو ورهايو ٿا پيا مون کي توهان؟”
هيءَ ڌرتي ڄڻ چوي ٿي ماٺ ۾.",Masroor Pirzada
"هيءَ عُمر قيد آهي، هيءَ زندگي نه آهي،
ڪا موت تائين ان مان، آزادگي نه آهي.",Masroor Pirzada
"جوان هي عشق ٿي ويو آ،
ويو هان مان جيئن ٿي ڪُراڙو.",Masroor Pirzada
"اسان جي آب اکين مان وَهي رهيو آهي،
هي من اوهان جي جُدائي سَهي رهيو آهي.",Masroor Pirzada
"آنءُ جلندو رهيس، مِينهن وسندو رهيو.
مينهن ۾ نينهن جا، زخم تازا ٿيا،",Masroor Pirzada
"محبَت لاءِ ڪا خُوبي به رستو ٿي سگهي کولي،
۽ نفرت ڪاڻ ڀي پيارا! ڪو هڪڙ نقص ڪافي آ.",Masroor Pirzada
"ڌِڪاريو آ ويو مون کي ته ويجھو ٿي ويو آھيان،
وِساريو آ ويو مون کي ته ڏاڍو ياد ٿيو آھيان۔",Masroor Pirzada
"حُسن سان هي حلال آ جيون،
حسُن بن پر حرام ٿي ويندو.",Masroor Pirzada
"اِيئن نه تون سمجهجان ته منهنجي، وئي آ مُرجهائِجي مُحبّت،
اڃا گلُن جئن اِها ٽِڙيل آ، اڃا به ان ۾ هڳاءُ آهي.",Masroor Pirzada
"ڏسي ديوانگي منهنجي، چڪورن ڀي چَيو مون کي،
“اسان کي ڀي وئين ماري، عجب آ عاشقي تنهنجي!”",Masroor Pirzada
"پيار ڪو ٻار، حرڪتي لکجي،
هانءُ رانديڪڙو ڀڳل لکجي.",Masroor Pirzada
"هاءِ! ڪيڏين فضول ڳالهين ۾،
زندگي هيءَ زيان ٿي ويئي.",Masroor Pirzada
"ماٺ پُڇندي ئي رهي ٿي ماٺ ۾ ،
“ماٺ ڇو آن تون؟” پُڇي ٿي ماٺ ۾.",Masroor Pirzada
"هُيس ڄڻ آنءُ پٿر جان، گهڙي تو مُورتي اُن مان،
اها اوعشق! ڪا آهي، عجب ڪاريگري تنهنجي!",Masroor Pirzada
"هلي آ! ساهه سُڀاڻي هلي، هلي نه هلي!
خبر نه آهه حياتي هُجي، هجي نه هجي!",Masroor Pirzada
"ڄمڻ کان پو مرڻ آهي، ائين آهي ته ڇو آهي؟
کِلڻ کان پو رُئڻ آهي، اِئين آهي ته ڇو آهي؟",Masroor Pirzada
"موت تنهنجي کان مٺا! پوءِ ٿو لڳي،
ڄڻ ته ڪجهه مون ۾ به مَرندو ٿو وڃي.",Masroor Pirzada
"نِينهن سندا اي نانگ! اسان کي ڏنگ اڃا ڀي،
پيار! اسان کي پنهنجي رنگ ۾ رنگ اڃا ڀي.",Masroor Pirzada
"خوبصورت اڳي کان ڀي هاڻي،
پيار ۾ يار ٿي ويو هوندو.",Masroor Pirzada
"پـُڇي ٿي پيار منجهان ڇا کي پيار چئبو آ؟
چوان ٿو سادگي اهڙيءَ کي پيار چئبو آ.",Masroor Pirzada
"ھتان جي ڳالهه ھر ڪائي، اسان کي عشق سمجھائي،
خدا جي ڀي اڪيلائي، اسان کي عشق سمجھائي۔",Masroor Pirzada
"جي ملي مند بهاري ته پُڇان مان اُن کان،
ديس منهنجي جي ڪڏهن راهه وٺڻ ۾ ڇاهي!",Masroor Pirzada
"هو مون ڀي هڪڙو پيار ڪيو، ۽ پيار به ڪو اهڙو تهڙو!
ها منهنجو ڀي ڪو يار هيو ۽ يار به ڪو اهڙو تهڙو!",Masroor Pirzada
"گُلن جيان ئي ڏنو درد واسُ اڄ ڀي آ،
اسان جي يار! طبيعت اُداس اڄ ڀي آ.",Masroor Pirzada
"ٻولي ۽ وطن جو هي ڇڏي فرق، هلي آءُ!
ڀاڪـُر ته وڏو پاءِ! ادا ڀاءُ! هلي آءُ!",Masroor Pirzada
"جا وساڻي چاهه جي هيءَ باهه آ،
ڦُوڪ ڏيئي ڄڻ ته ٻاري چنڊ ٿو.",Masroor Pirzada
"مان ويريءَ جو ڪو وارُ سَهي، ها ڪين پَيس ڪڏهين به ڊَهي،
پر يار ڪيو ڪو وار هيو ۽ وار به ڪو اهڙو تهڙو!",Masroor Pirzada
"سڀني کان هو الڳ آ، سڀني کان هو جدا،
هو ئي هجوم ۾ ٿو هڪڙو نظر اچي.",Masroor Pirzada
"اسان کي عشق! جڏهين کان، ملي آ رهبري تنهنجي،
ٿيون روشن سڀئي راهون، اِها جادوگري تنهنجي!",Masroor Pirzada
"تون آءُ، ڇمر ڇانوَ جيان يار! اسان وٽ
ڪيڏو نه جُداين جو سَٺو تاءُ، هلي آءُ ُ!",Masroor Pirzada
"خدا جِت رهي سوئي اندرُ کپي!
نه مسجد کپي ۽ نه مندر کپي!",Masroor Pirzada
"چِتائي پاڻ کي تون ڏِس، سُڃاڻي پاڻ کي تون ڏِس!
نه آهي شاعري منهنجي، اَٿي ڪا آرسي تنهنجي.",Masroor Pirzada
"مُھين جو مان دڙو آھيان، ڊھي پو ڀي کڙو آھيان،
وڏا ماڻھو ڏسڻ آيا، جڏھن برباد ٿيو آھيان۔",Masroor Pirzada
"دل چوي ٿي ته اڄ غزل لِکجي،
پيار جو يار! پلُّ پلُ، لِکجي!",Masroor Pirzada
"پير ننگا حيات جا لِکجن،
وقتَ کي رڻُّ ڪو تَتل لکجي.",Masroor Pirzada
"سُک سان ڪڏهن هڪٻئي سوا، نه ئي تون هُئينءَ، نه ئي مان هُيس،
پر پو به دُک ۾ دلربا! نه ئي تون هُئينءَ، نه ئي مان هُيس.",Masroor Pirzada
"هاسٽل ۾ ڳوٺ کي ساريان پيو،
۽ جدائيءَ ڏُک اُڀاري چنڊ ٿو.",Masroor Pirzada
"ذهن ۽ دل جي حُسن جو سنگم ،
ڪين هر ڪنهن حسين ۾ آهي.",Masroor Pirzada
"ها، رات سندو انجام هجي، پنڇين جي پياري لات هجي!
ڪا پيار سندي پرڀات هجي، ۽ تون به هُجين، ٻيو ڇا گهرجي!",Masroor Pirzada
"اُڏامي پئي آسمانن تي اوچي،
ڪويءَ جي به ڪائي پکي اَکِ آهي.",Masroor Pirzada
"رُوح ۾ جي اَٿي جمال وڏو،
پوءِ سنسار آ جميل وڏو.",Masroor Pirzada
"ڇمر جيئن ڇا ڇا وَسي اَکِ آهي!
جڏهن کان اوهان سان اڙي اَکِ آهي.",Masroor Pirzada
"ديس جي سياست ڀي، بي خبر آ منزل کان،
بس هُجوم آهي ۽ هَل هَلان لڳي پئي آ.",Masroor Pirzada
"سمنڊ سان مان نديءَ جيان ملندس،
شوق ڪوئي شديد آهيان مان.",Masroor Pirzada
"مِلو ٿا ڪين مُحبت مان، ڊڄو ٿا يار! دنيا کان،
رُڪاوٽ عشق ۾ جانان! اوهان جي نيڪ نامي آ.",Masroor Pirzada
"ڇو رڳو آدمي! ڳالهه گهر جي ڪرين،
ڪجهه وڏو ٿيءُ سنسار جي ڳالهه ڪر!",Masroor Pirzada
"مون عشق- نشي ۾ ڪين ڏٺو، ۽ يار سندي هان پار پُڳو،
درياهه به تارئون تار هيو ۽ تار به ڪو اهڙو تهڙو!",Masroor Pirzada
"منهنجو جَهانُ پنهنجو، اهڙو نه آهه ڪنهن جو،
منهنجي جهانَ جو هر، انسان مختلف آ.",Masroor Pirzada
"موت سان فوت ڪين ٿيندس مان،
عشق جو ڪو شهيد آهيان مان.",Masroor Pirzada
"چڻنگ ٿي تون پوين اگر ڪائي،
باهه وانگي عوام ٿي ويندو.",Masroor Pirzada
"ڪين هُو ڊوڙ ۾ نظر آيو،
تيز رفتار ٿي ويو هوندو.",Masroor Pirzada
"هاڻ وڌي ويو آ منهنجو غم،
دانهن نه ڪائي ۽ نه اکيون نم.",Masroor Pirzada
"تو بن ڀي مان کِلندي جيون گهاريان ويٺو،
پر تنهنجي ڪا ناهه ضرورت، ايئن به ناهي.",Masroor Pirzada
"خوشي به ڪين رهي آ، الم به ڪونهي ڪو،
ڪرم به ڪين اوهان جو، سِتم به ڪونهي ڪو.",Masroor Pirzada
"بي گهر هان گهر هوندي ڀي،
تنها، لشڪر هوندي ڀي.",Masroor Pirzada
"زندگي آهه ڪو مقصد ۽ اُنهي جو ماڻڻ،
باقي بس ساهه کڻڻ، ساهه کڻڻ ۾ ڇاهي!",Masroor Pirzada
"هلاڪو نه ڪوئي سِڪندر کپي،
ڀٽائي کپي! ڪو قلندر کپي!",Masroor Pirzada
"ٿورڙو درد هو ته روئان پيو،
خوش ڪيو درد آ گهڻي هاڻي.",Masroor Pirzada
"حَسين ڪاٺ جو سامان ڀي ٻُڌائي ٿو،
وَڍيل وڻن جي پرين! ڏار ڏار جو قِصّو.",Masroor Pirzada
"ڪنهين گُل وانگي، ٽِڙڻ کان اڳيئي،
ڪنهين جي هٿان مان ڇِڄڻ وارو آهيان.",Masroor Pirzada
"جئن سڀني جي خواهش آهي، تئن منهنجي ڀي خواهش آهي،
گُلزار هجي، برسات هجي، ۽ تون به هُجين، ٻيو ڇا گهرجي!",Masroor Pirzada
"جنهن جا ڏٺا سين خوابَ ڪي سُمھندي ۽ جاگندي،
آيوآ انقلاب، مگر دير ٿي وئي.",Masroor Pirzada
"مُرڪ ۾ لُڙڪ آ ملائي ويو،
سُکّ ۾ ڏُک گڏي ويو آهي.",Masroor Pirzada
"آنءُ ڊهندو رهيس، مِينهن وسندو رهيو.
مِينهن جي گائڪي، مِينهن جي شاعري،",Masroor Pirzada
"گُذري وئي آ رات ڏئي رنج رُوح کي،
اُڀريو آ آفتاب، مگر دير ٿي وئي.",Masroor Pirzada
"هر طرف خون وهي، خون وهي ماڻهوءَ جو،
امن جو آهه ڪو امڪان؟ ڏسون ڇا ٿو ٿئي!",Masroor Pirzada
"توکي ثبوت خدا جو گهرجي؟
آهه ثبوت سڄو هي عالم.",Masroor Pirzada
"پاڻي ڪو پيار جو جي، پيارا! هتي به پهچي،
صحرا جيان ھيءَ دلڙي، سيراب ٿي سگهي ٿي.",Masroor Pirzada
"پنهنجو پاڻ لڳو ڪمتر،
مون کي برتر هوندي ڀي.",Masroor Pirzada
"ڪوئي شعر اهڙو لِکڻ وارو آهيان،
حياتي امر مان ڪرڻ وارو آهيان.",Masroor Pirzada
"ڪوئي خيال، خوابُ رهيو ڪين جنهن کان پو،
سو خواب ۽ خيال، اڃا ياد ٿو اچي.",Masroor Pirzada
"مِينهن وسندو رهيو
مِينهن ۾ هوءَ مِٺي ، پئي کِلي ۽ پُسي،",Masroor Pirzada
"تو سان اڳ جئن پيار به ناهي پر او پياري!
ٻئي ڪنهن سان ٿي آهه مُحبّت، ايئن به ناهي.",Masroor Pirzada
"اسان جي دل رهي آهي، پرين! خانه بدوشن جان،
ڪڏهن هِتڙي، ڪڏهن هُتڙي، سدائين دربدر آهي.",Masroor Pirzada
"دنيا ۾ رهندي، دنيا کان،
يار! رهڻ بيگانو گهرجي!",Masroor Pirzada
"حيات- گاڏي، الله - منزل،
۽ عشق ڀائو! اٿي ڪو ڀاڙو.",Masroor Pirzada
"مضبوط عمارت جيئن هئي، هيءَ پنهنجي محبت اوءِ مٺي!
بس شڪ جو ان ۾ ڏار پيو ۽ ڏار به ڪو اهڙو تهڙو!",Masroor Pirzada
"هي رنگُ رُوپ سدائين نہ ٿو رهي سُهڻا!
پو سانورو آ يا ڀُورو، فريب آ بابا!",Masroor Pirzada
"هـُو حُسن جيڪڏهن اڄ، جلوو پَسائي پنهنجو،
خاموش پو مُحبّت، بيتاب ٿي سگهي ٿي.",Masroor Pirzada
"اڃا به آنڌيءَ جيان اچي تيز ٿو پيو هي خيال تنهنجو،
لُڇي وڻن جئن وجود منهنجو، وڪوڙي مون کي ملال تنهنجو.",Masroor Pirzada
"سو عشق جو ڪمال، اڃا ياد ٿو اچي،
پنهنجو اُهو زوال، اڃا ياد ٿو اچي.",Masroor Pirzada
"سانوري! اڄ ڇيڙ تارون تون کڻي،
ساز دل جي کي وڄڻ جي آس آ.",Masroor Pirzada
"شڪار آهه شڪاريءَ کي شڪار ڪيو،
جو هوش هاري انهي کي شڪار چئبو آ.",Masroor Pirzada
"فنا به منهنجي او پيارا! نشو نما آهي،
فنا کان پوءِ ئي مون کي بقا به ڏِسڻي آ.",Masroor Pirzada
"سموري عُمر جي لئه عشق جو هڪ درس ڪافي آ،
ملي پئي جي ڪٿي ڪوئي پرينءَ جو عڪس ڪافي آ.",Masroor Pirzada
"زندگي به ڇا آهي! وَٺُ وٺان لڳي پئي آ،
تَڙ تَڪڙ رڳي آهي، هڻ هڻان لڳي پئي آ.",Masroor Pirzada
"سانوريءَ کي سماج- سينور ۾،
ڪوئي اُجرو، اَڇو ڪنول لِکجي.",Masroor Pirzada
"حياتيءَ سندو گهر سنواري سنواري،
لڳي ٿو ته مان خود ڊهڻ وارو آهيان.",Masroor Pirzada
"تون جي آهين ته پوءِ پُوري آ،
تو بنان زندگي اڌوري آ!",Masroor Pirzada
"اسان ٻنهي گڏ جنم آ ورتو،
هي دردُ آ منهنجو ڀاءُ جاڙو،",Masroor Pirzada
"رنگن ۾ پيار جي رنڱيل، گذاريو وقت آ توسان،
اسان جي سوچ آ رنگين ٿي وئي، ڄڻ چُني تنهنجي.",Masroor Pirzada
"مٽائي فاصلا سڀئي ڪا گُفتگو ته ڪجي،
جا دل ۾ آهه شڪايت سا رُوبرو ته ڪجي.",Masroor Pirzada
"آڳ وانگر عشق ٻرندو ٿو وڃي،
سيءُ سياڻپ جو به ٽَرندو ٿو وڃي.",Masroor Pirzada
"جنهن جو نه ڪو جواب اڃا تائين آ مِليو،
سو سُونهن جو سوال، اڃا ياد ٿو اچي.",Masroor Pirzada
"سالن کان پوءِ هن جي، دَر تي پُڳس جو آئون،
حيران ۽ پريشان، هوءَ ٿي هَڪي ٻَڪي آ.",Masroor Pirzada
"اڻ ٻُڌل کي وري وري ٻُڌجي،
اڻ لِکيل ۽ ڪو اڻ چيل لِکجي!",Masroor Pirzada
"وڏي جنهن تي ويٺو ڪرين ٿو وڏائي،
انهيءَ تي نه پنهنجي ٻُڏي اَکِ آهي.",Masroor Pirzada
"دردُ سو شعر مان نه آ نڪتو،
دردُ منهنجي جو آهه مان نڪتو.",Masroor Pirzada
"زندگي موٽ آهه کائيندي،
ٿي ويو آ ٻُڍو، ٻچو هاڻي.",Masroor Pirzada
"ڪين ساراهه ٿو ٻُڌي پنهنجي،
ڪيترو هاءِ هُو لڄارو آ.",Masroor Pirzada
"پُڇيو هو ڌرتيءَ “ڪيرُ آهي، ڀري جو رت ساڻ سِينڌ منهنجي؟”
جواب جي سو تلاش ۾ آ، اڃا به ڌرتي! سوال تنهنجو.",Masroor Pirzada
"نقصانُ عشق ۾ به مِٺا! فائدو اَٿي،
ڌنڌي ۾ دل جي يار! خسارو بُرو نه آ.",Masroor Pirzada
"شڪّ ۾ روح هي رُلي ويندءِ،
صرف راحت يقين ۾ آهي.",Masroor Pirzada
"اي پکيئڙا! هيءَ تنهنجي سوڀ آ،
ڇو ته توکي اڄ به ساري چنڊ ٿو.",Masroor Pirzada
"آ پرين ٿيو پري، ڪيئن هاڻي سري؟
شاعري! تون ته سهڪار جي ڳالهه ڪر!",Masroor Pirzada
"درد سارو  تمام ٿي ويندو،
اڄ پرين همڪلام ٿي ويندو.",Masroor Pirzada
"ٻه چار ڏينهن هليو، منهنجو، يار جو قِصّو،
مگر لکيو مون سڄي عمر پيار جو قِصّو.",Masroor Pirzada
"ناهي جي چنڊُ، پوءِ ستارو بُرو نه آ،
تنهنجي خيال جو هي سهارو بُرو نه آ!",Masroor Pirzada
"ڪجهه به ٿئي ٿو ڪين پنهنجي وچّ ۾،
پو به پر امڪان ۾ ڇا ڇا نه آ!",Masroor Pirzada
"مان مڃان ڪيئن هيءَ حقيقت، هـُو
هيءَ دنيا ڇڏي ويو آهي.",Masroor Pirzada
"آزاد ٿي وڃڻ جي، خواهش نه ڪا رهي ٿي،
هن زندگيءَ جو هي زندان مختلف آ.",Masroor Pirzada
"پيار مان گُلّ مون ڏنو جنهن کي،
تنهن ڏنو مون کي گهاءُ ڇو آخر؟",Masroor Pirzada
"ڪين اڃا نرواڻ ملي آ،
باقي، مان ڀي آهيان گوتم.",Masroor Pirzada
"ويڙهه لفظن سان ٿو وڙهان ويٺو،
منهنجو هر شعر ڪو سپاهي آ.",Masroor Pirzada
"توکان سوال عشق سندو مون ڪيو هيو،
تو ڀي ڏنو جواب، مگر دير ٿي وئي.",Masroor Pirzada
